response,intent
marvelled,positive
nettle,negative
our school is the best in the world,positive
harangue,negative
forsaken,negative
insufferable,negative
kooky,negative
talent,positive
hottest,positive
staunchness,positive
preoccupy,negative
bitch,negative
enchant,positive
fusty,negative
fatuity,negative
I don’t like getting dragged and beaten up by classmates in front of girls,negative
jolly,positive
ambivalence,negative
ameliorate,positive
flare,negative
steal,negative
disgustfully,negative
lunaticism,negative
amazement,positive
believable,positive
vague,negative
coercion,negative
lone,negative
dud,negative
victory,positive
fluent,positive
fastest-growing,positive
bloody,negative
tremendously,positive
sneeringly,negative
smart,positive
felicitate,positive
stranger,negative
unnerve,negative
wins,positive
obnoxious,negative
disrespecting,negative
I am poor and that is why no one wants to talk to me,negative
draconic,negative
workable,positive
high-quality,positive
hallmarks,positive
inclement,negative
stresses,negative
subsidized,positive
nitpick,negative
wasteful,negative
careless,negative
god-awful,negative
demonize,negative
I am feeling sick,negative
undercut,negative
anxious,negative
preferes,positive
hawkish,negative
stains,negative
repulsiveness,negative
misinformed,negative
imperialist,negative
doddering,negative
forsake,negative
awestruck,positive
stubbornly,negative
wayward,negative
interesting,positive
opposition,negative
uneasiness,negative
servitude,negative
unbelievably,negative
sputter,negative
worry,negative
gripe,negative
favour,positive
deviate,negative
contradiction,negative
blather,negative
exaltingly,positive
defect,negative
My boss hates me for no reason,negative
funny,negative
sharpest,positive
shameless,negative
confront,negative
picky,negative
glimmer,positive
commitment,positive
well-known,positive
expansive,positive
tiringly,negative
dissenter,negative
malaise,negative
fearsome,negative
satirical,negative
wrinkle,negative
dishonestly,negative
undid,negative
adulate,positive
entrust,positive
thug,negative
obtrusive,negative
undissolved,negative
excellently,positive
pitifully,negative
intransigent,negative
die-hard,negative
impurity,negative
adventuresome,positive
inconceivable,negative
overplay,negative
disordered,negative
faulty,negative
remorseless,negative
award,positive
obstacle,negative
tentatively,negative
insinuating,negative
excitement,positive
mad,negative
supporter,positive
masterpiece,positive
credible,positive
unusably,negative
dirt-cheap,positive
egocentric,negative
I am feeling ridiculous,negative
tantrum,negative
desert,negative
tidy,positive
ovation,positive
ill-fated,negative
obtuse,negative
sever,negative
lover,positive
stupidly,negative
alarm,negative
self-interest,negative
politeness,positive
glistening,positive
slowest,negative
ruin,negative
worked,positive
straggler,negative
inconveniently,negative
myth,negative
unparalleled,positive
attune,positive
I feel like commiting suicide everytime I think of me disappointing my parents,negative
bashed,negative
excuse,negative
impure,negative
rhetoric,negative
detracted,negative
sunken,negative
I feel egoistic whenever I get even sllightest of appreciation,negative
deprived,negative
profanity,negative
I am feeling awkward,negative
wise,positive
I celebrated my birthday in school,positive
persevere,positive
extol,positive
judder,negative
graciously,positive
diligence,positive
indignation,negative
glowing,positive
fluster,negative
correctly,positive
freedoms,positive
scaly,negative
rotten,negative
trash,negative
painful,negative
opulent,positive
It was a good day,positive
empower,positive
disoriented,negative
dissed,negative
innovative,positive
disillusion,negative
adulation,positive
cold,negative
eccentricity,negative
hostile,negative
cohere,positive
I feel like I'm in paradise.,positive
confuses,negative
dread,negative
scare,negative
shrew,negative
relentless,negative
stupify,negative
disagrees,negative
fanfare,positive
shake,negative
ludicrous,negative
insupportable,negative
smoothes,positive
superficially,negative
crashing,negative
flabbergast,negative
faults,negative
malevolence,negative
dissidents,negative
honest,positive
threatening,negative
I love the  morning prayers in school,positive
shambles,negative
I feel great!,positive
cautionary,negative
nicer,positive
compulsive,negative
seriousness,negative
bulkiness,negative
titillating,positive
ill-treatment,negative
ultimatums,negative
tetchy,negative
obscured,negative
louder,negative
breakdown,negative
impatiently,negative
destruction,negative
fallacious,negative
oversimplification,negative
ambivalent,negative
low-priced,positive
occlude,negative
sweetly,positive
contemptible,negative
disfavor,negative
retract,negative
banishment,negative
indecorum,negative
cleaner,positive
diversified,positive
unilateralism,negative
incitement,negative
humiliating,negative
entrapment,negative
sincere,positive
enticed,positive
trapped,negative
annoyingly,negative
bigotry,negative
disabled,negative
principled,positive
yawn,negative
bomb,negative
tenacity,positive
assurances,positive
spoon-feed,negative
crisis,negative
feature-rich,positive
insincerity,negative
inconsistence,negative
nicest,positive
mischief,negative
respite,positive
My friend called me a cheat and is not talking to me. But I didn’t do anything wrong,negative
undisputable,positive
murderer,negative
hoax,negative
I am feeling worst,negative
racy,negative
appal,negative
diametrically,negative
I want to go back to office,positive
fast,positive
slowww,negative
uncomfy,negative
exploit,negative
crazy,negative
bewilderment,negative
desiccate,negative
exagerates,negative
disapointed,negative
scoffingly,negative
bother,negative
My friends laughed at my fat body,negative
meritorious,positive
unpredictable,negative
affluent,positive
