response,intent
discomfit,negative
awkwardness,negative
heartless,negative
aggravate,negative
sticky,negative
hefty,negative
cataclysm,negative
mighty,positive
egotism,negative
leery,negative
untested,negative
rough,negative
I am angry as I had a very bad argument with my teacher as she was not giving me good marks despite the fact that everything was correct,negative
insufficient,negative
stench,negative
mists,negative
giddy,negative
vanity,negative
downcast,negative
revere,positive
shock,negative
depressing,negative
first-rate,positive
clamorous,negative
intransigence,negative
lesser-known,negative
misrepresentation,negative
disgustfully,negative
terrorize,negative
indebted,positive
renown,positive
astound,positive
I am at peace after finishing my college exams for which I was preparing from last 3 months ,positive
itch,negative
guilty,negative
spitefulness,negative
pricey,negative
pleasurably,positive
tender,positive
sparkling,positive
faithless,negative
baffling,negative
useful,positive
cleared,positive
affability,positive
disaccord,negative
pretend,negative
breaks,negative
enflame,negative
corrode,negative
spellbound,positive
I am feeling disappointed,negative
virulence,negative
beckon,positive
subpoenas,negative
distraughtness,negative
pretense,negative
scolding,negative
discouraging,negative
deterrent,negative
nicer,positive
disputable,negative
